task,n_rows,n_x,n_y,sym_ratio,missing_density,eff_rank_x,cca_1,linear_r2,y_corr_mean,fdc,smoothness,d2h_var,d2h_skew,d2h_tail_gap,nb_auc_med,nb_auc_iqr,landmark_10_med,landmark_10_iqr,labels_used_total
dataset120,5160,9,1,0.0,0.01780792420327304,4.059443685881186,0.4300123433282325,0.19325696085314328,nan,0.044915420712794155,0.1001301077919345,0.08049555406531324,-0.987058237746016,1.3400057922154334,0.6712628375808292,0.10293837961201968,100.0,0.0,46
dataset600,5160,9,1,0.0,0.018561584840654607,3.978743761761922,0.45009319016396027,0.21380386595227563,nan,0.39237740604095755,0.11544675951890292,0.08523543529066599,-0.8748925881307157,1.396972333509154,0.6638931152529479,0.12982597945987062,100.0,0.0,46
dconvert,6764,18,1,1.0,0.0,14.036020675912466,0.8914566211055389,0.8909665533983618,nan,0.40922490397338207,0.2980148902897575,0.0693347736656039,0.671184886022711,0.4392931945501463,0.9506228604031951,0.050007131989349585,100.0,0.0,46
deeparch,4096,12,1,1.0,0.0,12.00000000000001,0.9079755118234552,0.8492275752341805,nan,0.32560930906477653,0.1665499799659712,0.07989630658925272,0.4910281506861095,0.6673547392895482,0.917673069608216,0.07561097375427916,100.0,0.0,46
dress-up,913,20,2,1.0,0.0,887.5736320999638,1.0,0.8337047150597086,0.10958591738989273,-0.129641922936557,0.12290055454083151,0.008747584716319121,1.185758455491677,0.3705282312337553,0.7172166222898441,0.08750950931913282,-51.0,101.75,46
exastencils,86058,12,1,0.75,0.0,12.202214123688595,0.4930657361194499,0.28581861013864557,nan,-0.0028406579054514073,0.01006313272729951,0.0721253746210043,0.5531098205902569,0.5383127589813043,0.6077881323697223,0.11722613160897677,100.0,0.0,46
home_data_for_ml_course,1460,77,4,0.5974025974025974,0.0,907.6182452286439,0.9984762663124085,0.4677354600707059,0.22340504502182065,0.2831978955558365,0.24222995022995025,0.012301196403799173,-0.9615724514356462,1.2352798562003897,0.6222422974515025,0.10046595663750468,28.0,31.0,46
javagc,166975,35,1,0.34285714285714286,0.0,25.647784442797015,0.6109675466039998,0.701189793753543,nan,0.09790227748526534,0.2265759959354519,0.045733824630841725,1.436611251633021,0.22825335671839236,0.536777291745911,0.16405952833777104,100.0,0.0,46
nasa93dem,93,22,3,1.0,0.0,19.035488492794126,0.9487828377281059,-0.754344715896764,0.7123086274472689,0.2854336996423023,0.1951829890510444,0.006435483042387236,1.9168774837438418,0.4148933975134513,0.7552910052910053,0.11474867724867721,27.0,84.0,46
player_statistics_cleaned_final,81,26,1,0.0,0.0,6.755320412372789,0.8846109096978668,0.52250326722409,nan,0.06396025079361213,0.2035207233694659,0.08390679146878824,0.18456975276196713,0.6530396019125799,0.7278911564625851,0.11054421768707479,100.0,0.0,46
pom3a,20000,9,3,0.0,0.0,8.997204176987784,0.9109691834831298,0.3934007090661096,-0.00011052096856090735,0.3292385969543878,0.10192357792357792,0.029295708459953017,-0.5077382253741757,1.2268801361598307,0.7058767592240396,0.12877995435526812,82.0,29.5,46
pom3b,20000,9,3,0.0,0.0,8.998646352214816,0.8914075584731728,0.3826190462511879,0.005778554864901773,0.21774903099612397,0.039991575991575996,0.03035045303322065,-0.4651320032938114,1.209266287153527,0.6855268162799544,0.10215386078356792,79.0,40.75,46
pom3c,20000,9,3,0.0,0.0,8.9990569292406,0.9327998664406981,0.40931402064490213,-0.10156766693614754,0.49225876903507615,0.03971546771546772,0.023454229293103136,-0.4164284983091932,1.1171702085217752,0.6806295169265881,0.1718096234309624,70.0,14.75,46
pom3d,500,9,3,0.0,0.0,8.921613108762696,0.8742293246086635,0.25581476894962296,0.07704590080706986,0.33686121944487774,0.05604601505484332,0.03502886945188116,-0.25107561331221784,1.0753465608392816,0.7478960264195164,0.1366251198465963,100.0,32.0,46
redis,4400,9,1,0.1111111111111111,0.0,8.486984373061503,0.12240021973652122,0.010843477463281603,nan,0.04127957831937363,-0.03424911424911425,0.07992386089021215,0.0556723366517022,0.7718243715442139,0.5504469379992393,0.13044408520349937,100.0,6.0,46
rs-6d-c3_obj1,3840,6,1,0.0,0.0,6.0,0.736083484252527,0.47296197581372174,nan,0.27992859924924895,0.22018955813467622,0.08626744471303406,0.7000883878945738,0.27976054900760283,0.8856504374286801,0.13662514263978698,100.0,0.0,46
rs-6d-c3_obj2,3840,6,1,0.0,0.0,6.0,0.49835708688897407,0.3005936025730175,nan,0.28360844141501346,0.2770322786542153,0.03374145708827033,2.3789268864228723,0.1319100620747408,0.8272632179535946,0.28268828451882855,100.0,0.0,46
socks,350,20,1,0.0,0.0,1.99773578347484,0.42454103209282396,-2.922300186646196,nan,0.4596867858438631,0.47720161329503213,0.0800852644623485,0.13620142666924384,1.1490788805979948,0.8761969904240766,0.15873558725815917,100.0,0.0,46
sol-6d-c2-obj1,2866,6,1,0.0,0.0,5.9999058145351984,0.6297788045078719,0.3796183170431836,nan,-0.2398737938857712,0.16149414385448582,0.0920200042878732,0.22904078118479024,0.5246722312026333,0.9285850133130469,0.06894256371243812,100.0,0.0,46
storm,1557,12,1,0.25,0.0,10.282069768872525,0.7905711138224748,0.7100147689344166,nan,0.22166642842498294,0.12027605757810284,0.07080479113711678,0.963105393070881,0.04952304423906012,0.8463531761125903,0.060574362875618126,100.0,0.0,46
student_dropout,649,33,1,0.5151515151515151,0.0,33.316103322416396,0.7095192975844588,0.40759997887898747,nan,0.09638452491051247,0.2210321409209742,0.05598184826808847,-1.9162853029956743,nan,0.823364397109167,0.18421928489920125,100.0,0.0,46
wallpaper,247,22,2,0.9090909090909091,0.0,234.18865120613196,1.0,0.7745638546928407,0.03905221284020124,-0.29762957707237075,0.34585256360871963,0.01871060250492103,0.6162318313508559,0.25653252121301334,0.7135749822316987,0.2831378820184791,67.0,70.0,46
wc+rs-3d-c4-obj1,196,3,1,0.0,0.0,2.9999999999999996,0.647539554320421,0.2321370916099621,nan,0.08668104245170737,0.2111355178256842,0.06958961605323727,0.1962859791419602,1.0009198695128592,0.8560855263157895,0.381578947368421,100.0,0.0,46
wc+sol-3d-c4-obj1,196,3,1,0.0,0.0,2.9999999999999996,0.6376801048077153,0.28192064280636775,nan,0.04751032963217605,0.21978168183806368,0.07053254759606792,0.10127752635681785,0.929315248114814,0.8582785087719298,0.38815789473684204,100.0,0.0,46
wc+wc-3d-c4-obj1,196,3,1,0.0,0.0,2.9999999999999996,0.6190799862294429,0.23761535725606792,nan,0.006432441435061239,0.19753068412315522,0.07244002015975642,0.036157530500390146,1.0307675035018649,0.8585526315789473,0.3388157894736842,100.0,0.0,46
wc-6d-c1-obj1,2880,6,1,0.0,0.0,5.999999999999997,0.417287418691426,0.14073789954885477,nan,0.04397417800747262,0.06978765050936894,0.08713703704726943,0.23646800560895262,0.5512421419618089,0.74923925446938,0.24593476607074938,100.0,0.0,46
x264,53662,17,1,0.23529411764705882,0.0,14.60619406221212,0.3678559561898693,0.08524728551615521,nan,-0.1423079135705021,0.07372802282459985,0.0825159435828202,-0.04678506630254633,0.8710646025110509,0.5867249904906808,0.3166603271205781,100.0,21.0,46
xomo_flight,10000,24,4,0.0,0.0,21.97493675475559,0.9333985066810155,0.8491069389404533,0.4965487803956947,0.32257933831735325,0.11327993327993327,0.04780744205392817,0.2521377693937838,0.7822268321565972,0.8240775960441233,0.1676255230125523,100.0,0.0,46
xomo_ground,10000,24,4,0.0,0.0,21.977711285439483,0.9331419283353556,0.7948683777330073,0.3174862902252106,0.332940083760335,0.15520673920673922,0.03766141375023195,0.05684002779566979,0.8952621543767104,0.7823792316470142,0.08472803347280322,100.0,0.0,46
xomo_osp,10000,24,4,0.0,0.0,21.975304971886857,0.9355582226898322,0.8001565390250074,0.3580871870964968,0.3569984519938079,0.08363219963219964,0.040969147674351614,0.05622676331561017,0.8692150402519211,0.770207303157094,0.18633510840623813,100.0,23.0,46
xomo_osp2,10000,24,4,0.0,0.0,18.985370442920342,0.8931119359481461,0.7092046785451086,0.23466064645233795,0.4514854859419438,0.13023397023397024,0.032688600564754686,-0.10696310293572789,0.9126981147646542,0.7151483453784708,0.10895302396348427,69.5,45.0,46
